Screen Name,Location,Tweet
Way2win & Co | Data & Analytics | www.way2win.in,NaN,"#IPL2020 #IPL #India 🇮🇳👍🏏💤 November 10, 2020 ⭐️ MI Vs DC Finals 👍🏆 DC won toss to bat 👍 DC 156-7 Overs 20 | MI 157🎯 MI 45-0 Overs 4 #Cricket #ICC #BCCI #MIvDC #DCvMI #MIvsDC #CEATTyres #RPGEnterprises #twitter #Mahindra #EV #RIL #JIO #way2winin @way2winin 👍"
Himanshu,NaN,Complaint day - 100 #Jio2G #JioSpeedTest @JioCare @reliancejio @TRAI #complaint #jio #jiospeed #day100
Biplob,NaN,This jio is getting shity day by day better improve the network or let other companies thrive-get out of your monopoly market #jiospeed #jio
Way2win & Co | Data & Analytics | www.way2win.in,NaN,"#IPL2020 #IPL #India 🇮🇳👍🏏💤 November 10, 2020 ⭐️ MI Vs DC Finals 👍🏆 DC won toss to bat 👍 DC 156-7 Overs 20 | MI 157🎯 MI 26-0 Overs 2 #Cricket #ICC #BCCI #MIvDC #DCvMI #MIvsDC #CEATTyres #RPGEnterprises #twitter #Mahindra #EV #RIL #JIO #way2winin @way2winin 👍"
VivekKampasi,"Jammu Kashmir नई दिल्ली, भारत",RT @TenantForever: Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the mst imp…
Im_Jainendra,"New Delhi, India","@reliancejio Internet speed is getting worst each n every day at our location Gorakhpur, UP. @JioCare has not taken… https://t.co/tqliA6HSFi"
TenantForever,"New Delhi, India",Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the ms… https://t.co/L8ZBZUMsPd
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cidjier19z"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/ugyqeaXbs5"
pulkit_thedude,"New Delhi, India","#DelhiAirQuality
Is it me or somebody else noticed?
Smog slowing down the 4G data speed
#Airtel #jio"
BasetiaSai,"New Delhi, India","Coming Soon....
Jio DIGITAL LIFE
Jio Dhan Dhana Dhan......
Any one guess what is the Latest Product of Jio.
We are… https://t.co/QOREv2IlbZ"
ranajig,"New Delhi, India",@geetv79 Super Intelligence will be when Internet in India will be declared a National Resource...an essential comm… https://t.co/fbuDtglyUP
VinayKu30300765,"Gorakhpur, India",RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/xWM2eisGuZ"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rOzlTJLPar"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/U3WpKednNv"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/LI6MKc1JAO"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rsrXDA59GQ"
JaiLakshwani,"Delhi,India",@Airtel_Presence @airtelindia if your IT infrastructure is not ready yet to start broadband connection for the new… https://t.co/jfsNqzxU2H
devang_jain,"Noida, India",@reliancejio @JioCare #JIO #jiospeed have you guys ever wondered how shitty your internet is working even at 1 at t… https://t.co/Cmity7ztGq
ranajig,"New Delhi, India",@shirishag75 @terence_fdes The 1st. thing that @INCIndia should do is nationalize Internet as it has become an Esse… https://t.co/yxUVL8I3es
shirishag75,Pune,RT @ranajig: @terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
ranajig,"New Delhi, India",@terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
SmartDrongo,"Thanesar, India","RT @ChopRashubham80: @JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar #n…"
ChopRashubham80,"New Delhi, India","@JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar… https://t.co/WSgPjbtzYe"
MAYANK8382,"Ahmadabad City, India","RT @ParthaB34769052: #BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ParthaB34769052,"Chandigarh, India","#BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ARathi_1988,"New Delhi, India","Shame on you #airtel 

This is what you call as the fastest network according to #ookla 

With full 4G Network sign… https://t.co/OrcPHs1h33"
HarshRa40775502,,"RT @kasifiqbal4700: #jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
kasifiqbal4700,delhi,"#jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
DuraniIrfaan,New Delhi,@iiamrohit @JioCare @iiamrohit they have a monopolistic attitude right now. But how long @reliancejio. @JioCare you… https://t.co/aj3AnlKP5S
DuraniIrfaan,New Delhi,@Airtel_Presence @Airtel_Presence I've to bear @reliancejio @JioCare for 1 more month for the port. Until pray Almi… https://t.co/FDGBhPFdl0
ThsIs_Akanksha,Saharanpur,"Such a poor internet service of @reliancejio in our area. Looking forward to to get help from @JioCare 

Looks like… https://t.co/YKt2ypqY3v"
KaviNiketan,"Dehradun, India","If you are feeling un-noticed in life.............Type ""PORT Mobile number""   .... and send to 1900

#Airtel #vodafoneindia #JIO 😄😄😄😄"
Bhaumik24,"New Delhi, India",Bad service of JIO. They deactivate my jio number and giving no solution. Irresponsible behaviour of JIO for their… https://t.co/9tVqXVCBqx
BhaskarMandvi,"New Delhi, India","@soorajnr2008 @ViCustomerCare @8ap @AmreliaRuhez @stufflistings @ManojSaru When I got msg about it was resolved, ne… https://t.co/8LszqDCUn8"
hemantr93443109,"New Delhi, India",#jiospeed my jio sim not working please check my mobile no-8279357714 already full recharge but not calling any mobile sim  please check
greetankit,"Kullu, Himachal Pradesh, India","#jio @reliancejio @JioCare @RILCampus @HKhanduja #MukeshAmbani
#Tatti si ho gyi hai #jiospeed Nikammi Jio Kullu Net… https://t.co/lBrzu7TRYR"
GeraMudit,"New Delhi,India",Indian telecommunications giant Reliance Jio has announced three new all-in-one prepaid annual plans.#Jio… https://t.co/8ctBlHSRcF
indiahottopics,"New Delhi, India","JIO INTRODUCES NEW ALL-IN-ONE PLANS WITH UP TO 504GB DATA WITH 336-DAY VALIDITY FOR JIOPHONE

Read At :… https://t.co/N4oEbv18jd"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/OTlOCafct6"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/GdluyoHVvF"
TheEnvoyWeb,"New Delhi, India",The partnership between @NetflixIndia and @reliancejio to offer a free mobile-only subscription to post-paid subscr… https://t.co/tViVJeMMNl
satishtezaa,"New Delhi, India",RT @samirsaran: This is #IndiaTech. #Jio now has capability to offer frontier technology solutions to India and the world. 👏🏻 https://t.co/…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/eKLsVwQsCk"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/h3mGz9iXkB"
BStabilizer,"Delhi, India","For months I've been saying this!!! Super congrats !
Now time to buy Jiomart items through whatsapp!!
This is how F… https://t.co/NsdkNtOVFV"
vibhugaur,Delhi,"Reliance Jio #Phone  Users Get 3 New All-in-One Prepaid Annual Plans With Up to 504GB #Data , 336 Days #Validity.… https://t.co/k7J2uduSZn"
care_DIR,WorldWideWeb,RT @VikashS35062029: #JIO Internet speed is too slow.. Worst customer support...
care_DIR,WorldWideWeb,RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
sachetmathur5,"new delhi, india","#JioFiber is the worst service I've ever seen. It's been more than 2 weeks, still waiting for relocation installati… https://t.co/huqOOaSSyF"
sailor_jag,hisar,Does @reliancejio really gives 4G speed. I don't think.  #fraud #jio #trai #internet #4G
ranajig,"New Delhi, India","@manaman_chhina @GauravPandhi Thank God its winter weather, no need for AirCons...they have mistreated an Elected C… https://t.co/nlYbpZRhpl"
vipin_vats_,"New Delhi, India",@JioCare what to say about you #jio ? I have problem for last 4 days and we have 4 connection under the same roof.… https://t.co/07PATcgnqu
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/tLybkTs18L"
mysanjeevsingh,"Noida, India","@JioCare, Finally I uploaded a video regarding #jio network issues. Please share it with more people. They even do… https://t.co/KK5yQ52evg"
ETRetail,"New Delhi, India","ETRetail | Saudi Arabia's PIF to invest Rs 9,555 cr in Reliance Retail for 2.04% stake #RelianceRetail… https://t.co/Ag571KkaAu"
IndianExpress,India,"RT @ExpressTechie: Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
ExpressTechie,"New Delhi, Delhi","Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
morya_shyam,India,"RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
AjayKushwaha_,"Ghazipur UP, New Delhi, India","RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
46_9003,,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/wU0vhcGMaw"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/IpJxO7szTI"
pankaju17,"New Delhi, India","Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03… https://t.co/z5ScFlxeYf"
care_DIR,WorldWideWeb,RT @kasifiqbal4700: Madhubani #jio store is worst store I visited ever. No one have time to look your issues. Store open on 11 am like (sar…
Chandra76600502,"New Delhi, India",It has been an absolute pleasure using #jio with such speed. The speed invigorated me to switch to another operator… https://t.co/ePuu5jEmSd
TCMSportsIndia,"New Delhi, India",Twitter India and the Board of Control for Cricket in India (BCCI) on Monday joined hands to launch seven new custo… https://t.co/t7ZdPu90vv
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/68UFLnPN4N"
ETTelecom,"Film City, Noida","ETTelecom | Telcos resist differential licensing, unbundling of layers; say move regressive #COAI #TelecomOperators… https://t.co/8Sd7R62AEO"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/dBklM0qt7C"
THiNK_ViSHi,"New Delhi, India","@fiber_jio
You guys do not offer the subscriptions as per the plans. Raised multiple complaints for the same never… https://t.co/P4bSuEiGam"
Lifeisall2020Pr,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
ETTelecom,"Film City, Noida",ETTelecom | Forex traders track Google-Jio deal #Jio #CompetitionCommission #Facebook #JioNews #Industry #Google… https://t.co/SVdkfFWJ0J
BusinessConne16,Delhi,"Inter-Creditor Agreements (ICA) have been signed by Lenders to Future Group, opening the way for a possible restruc… https://t.co/CYE71dn6He"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cfobJedfjX"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/NogVYA83Tw"
jainpinki972,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
mickiethommen2,,RT @imshubhamgupta: @JioMart_Support I had placed order on 26 May ..... and still it’s not delivered. I had made complain also on 2nd June…
AmanShriwastav8,,"RT @Praveen94300: Very bad jio network in my area
No call connect no internet access
Problem consistent from last 3 years
Whole village pro…"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/VFJAkrv7am"
indiahottopics,"New Delhi, India","MUKESH AMBANI LOSES $5 BILLION AS OIL SINKS RELIANCE SHARES

Read At : https://t.co/VdDK8UHDy3

#jio #mukeshAmbani… https://t.co/wTau6vFt0b"
ETTelecom,"Film City, Noida",ETTelecom | Reliance Jio partnership helps Netflix gain momentum in India: Report #Jio #NetflixInIndia #JioPostpaid… https://t.co/yKNv8ZBPzy
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/ED8T8IRloX"
User Name,User Location,Tweet
contact_mohit3,Gurgaon,"@Airtel_Presence @Airtel_Presence thank u team, surely will connect with u if @JioCare @reliancejio doesn't respond… https://t.co/DiXvF9nl0U"
VivekKampasi,"Jammu Kashmir नई दिल्ली, भारत",RT @TenantForever: Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the mst imp…
Im_Jainendra,"New Delhi, India","@reliancejio Internet speed is getting worst each n every day at our location Gorakhpur, UP. @JioCare has not taken… https://t.co/tqliA6HSFi"
TenantForever,"New Delhi, India",Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the ms… https://t.co/L8ZBZUMsPd
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cidjier19z"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/ugyqeaXbs5"
pulkit_thedude,"New Delhi, India","#DelhiAirQuality
Is it me or somebody else noticed?
Smog slowing down the 4G data speed
#Airtel #jio"
7791830286,Jaipur,"#slowjio #jio @JioCare 
Fix this fix this fix this 😠😠😠😠 https://t.co/ur4wGObxZf"
BasetiaSai,"New Delhi, India","Coming Soon....
Jio DIGITAL LIFE
Jio Dhan Dhana Dhan......
Any one guess what is the Latest Product of Jio.
We are… https://t.co/QOREv2IlbZ"
ranajig,"New Delhi, India",@geetv79 Super Intelligence will be when Internet in India will be declared a National Resource...an essential comm… https://t.co/fbuDtglyUP
VinayKu30300765,"Gorakhpur, India",RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/xWM2eisGuZ"
